Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
208;-0.245811,0.783128,0.47059,0.251546,0.924809,0.164678,0.856746,0.84007,0.510571,0.847454,0.173868,0.975352,-0.594258,-0.0462952,0.422455,-0.442162,-0.757541,0.800364,-0.31416,0.253408;2.44826,-2.10546,-9.42938,1.13229
209;-0.430231,0.821408,0.555685,-0.605202,0.767624,0.123755,0.371817,0.819398,0.145402,0.577881,0.154868,0.976427,-0.261062,-0.293975,0.645103,0.235131,-0.597652,0.851138,0.127707,-0.61684;0.0876832,-3.16034,-8.2736,0.857975
210;-0.386868,0.726577,0.546112,-0.470881,0.775821,0.197981,0.606771,0.863373,0.650685,0.738636,0.610446,0.895429,-0.0148394,-0.0493997,0.505162,-0.356312,-0.610252,0.803165,0.222726,0.0858476;0.814588,-2.85267,-8.4867,1.48454
211;-0.305859,0.774424,0.49862,-0.481619,0.863063,0.21775,0.856746,0.765074,0.653469,0.839569,0.43923,0.955393,-0.554402,-0.0462952,0.492962,-0.567515,-0.736506,0.644697,0.0051588,0.235554;0.278707,-2.79459,-8.05524,1.3961
212;0.169107,0.873242,0.0423153,-0.187706,0.95536,0.555234,0.908581,0.617423,0.18122,0.943416,0.00619807,0.880171,-0.678948,0.285148,0.181643,-0.810401,-0.913507,0.919453,-0.286113,0.68595;1.14699,-5.25787,-11.6685,1.72112
213;0.266655,0.86544,0.00593456,0.133984,0.955187,0.427156,0.908581,0.677102,0.0307712,0.938005,-0.100307,0.890401,-0.634902,0.285148,0.10915,-0.791066,-0.903858,0.926866,-0.554587,0.599155;2.1402,-5.4226,-11.9463,1.58648
214;-0.398599,0.808628,0.617124,-0.166957,0.770742,-0.0629757,0.747699,0.656879,-0.00141207,0.731738,-0.235649,0.984997,-0.630409,-0.29113,0.548495,0.0210688,-0.725921,0.630129,-0.119147,-0.484556;0.738281,-1.18546,-7.14726,0.699741
215;-0.58311,0.60097,0.427325,-0.210181,0.296644,0.628218,0.288184,0.516512,-0.413876,0.743142,0.362107,0.915478,-0.314149,-0.0266056,0.413862,-0.315238,-0.422743,0.807704,-0.0311359,0.102753;0.572748,-1.86839,-12.159,0.924101
216;-0.37581,0.592105,0.154005,-0.576123,0.434294,0.570205,0.288184,0.52475,-0.321925,0.724946,0.351831,0.907755,0.0288218,-0.0266056,0.378558,-0.370822,-0.379792,0.588503,-0.317301,0.11184;-0.0109729,-4.25081,-11.5649,0.950294
217;-0.349871,0.595571,0.131617,-0.571066,0.44974,0.512357,0.288184,0.511559,-0.298296,0.725054,0.10508,0.912575,0.0288218,-0.0266056,0.314925,-0.349258,-0.374913,0.588503,-0.171982,0.0713948;-0.0571849,-3.78565,-10.4014,0.895628
218;-0.31774,0.588245,0.139967,-0.43422,0.409194,0.488443,0.288184,0.511639,-0.300649,0.726337,0.0930006,0.907789,0.0288218,-0.0266056,0.310079,-0.371085,-0.377961,0.588503,-0.161359,0.0248766;0.224582,-3.63514,-10.0433,0.910814
219;-0.309033,0.585089,0.153569,-0.42689,0.419522,0.488721,0.288184,0.512577,-0.302098,0.724203,0.0975094,0.908362,0.0288218,-0.0266056,0.312304,-0.37353,-0.374935,0.588503,-0.157127,0.0202869;0.248834,-3.54607,-10.0755,0.904011
220;-0.307681,0.585104,0.153364,-0.429644,0.421918,0.49067,0.288184,0.511015,-0.300296,0.724315,0.104845,0.908146,0.0288218,-0.0266056,0.314597,-0.375024,-0.375298,0.588503,-0.15676,0.0214602;0.241683,-3.5622,-10.0991,0.910702
221;-0.308975,0.584635,0.153226,-0.434072,0.423797,0.491433,0.288184,0.511098,-0.30103,0.724272,0.104735,0.907996,0.0288218,-0.0266056,0.314588,-0.375076,-0.37516,0.588503,-0.157218,0.0250926;0.233296,-3.56019,-10.1165,0.909641
222;-0.308584,0.584913,0.152212,-0.434006,0.423822,0.491391,0.288184,0.511066,-0.300934,0.724258,0.10466,0.908013,0.0288218,-0.0266056,0.314545,-0.374976,-0.375066,0.588503,-0.157851,0.0250049;0.233566,-3.56745,-10.1165,0.910171
223;-0.308789,0.584896,0.152191,-0.43396,0.423746,0.491212,0.288184,0.511056,-0.3009,0.724263,0.104114,0.908015,0.0288218,-0.0266056,0.314319,-0.374926,-0.375077,0.588503,-0.157819,0.0249944;0.233729,-3.56634,-10.1147,0.909724
224;-0.308649,0.584892,0.152199,-0.43363,0.423617,0.491137,0.288184,0.511059,-0.300908,0.724263,0.104103,0.908012,0.0288218,-0.0266056,0.314316,-0.374919,-0.375078,0.588503,-0.157808,0.0247946;0.234393,-3.56633,-10.1135,0.909831
225;0.260232,0.171401,0.0421138,-0.479655,0.680177,0.586717,0.551375,0.62322,-0.649255,0.771509,-0.200047,0.955573,0.227856,0.0857313,0.600537,-0.624106,-0.551263,0.667763,-0.544457,0.2828;0.403697,-4.25059,-11.4404,0.862065
226;0.434521,0.254316,0.0567856,-0.289096,0.82057,0.663775,0.551375,0.651024,-0.677166,0.782588,-0.218292,0.970801,0.114496,0.0857313,0.594008,-0.583825,-0.575179,0.786268,-0.641078,0.421748;1.05129,-4.11827,-12.6304,0.944557
227;0.0331312,0.570544,-0.0283435,-0.0505045,0.806667,0.656084,0.544021,0.778115,0.188436,0.841846,0.561823,0.883181,-0.037872,0.223047,0.183128,-0.687216,-0.429769,0.847464,-0.502017,0.622952;2.1531,-5.39078,-13.2889,1.37531
228;-0.118464,0.82317,0.355556,-0.757122,0.783124,-0.0845003,0.371817,0.817564,0.288454,0.544178,-0.0911854,0.977003,0.00269968,-0.293975,0.567865,0.186959,-0.552234,0.74312,-0.0156325,-0.708141;-0.0955502,-4.69067,-5.63819,0.935267
229;-0.346965,0.721577,0.548105,-0.316603,0.772268,0.106676,0.606771,0.854621,0.664029,0.739667,0.496638,0.893492,-0.0148394,-0.0493997,0.459065,-0.359615,-0.610518,0.803165,0.305952,0.0158549;1.1523,-2.4501,-7.60809,1.51476
230;-0.275626,0.769581,0.51266,-0.413791,0.857099,0.199756,0.856746,0.765498,0.651411,0.838656,0.440107,0.954192,-0.554402,-0.0462952,0.493598,-0.577698,-0.735852,0.644697,0.0169008,0.202663;0.426753,-2.68316,-7.8762,1.4128
231;0.172999,0.872478,0.0507908,-0.188342,0.956002,0.55707,0.908581,0.616862,0.181718,0.943244,0.0138476,0.880121,-0.678948,0.285148,0.184614,-0.811645,-0.913361,0.919453,-0.28244,0.686049;1.14434,-5.21997,-11.6722,1.72587
232;0.265594,0.865367,0.00583843,0.128391,0.955404,0.42955,0.908581,0.677009,0.0306291,0.938002,-0.0957332,0.890245,-0.634902,0.285148,0.111114,-0.791372,-0.903851,0.926866,-0.554751,0.60127;2.12616,-5.43475,-11.9675,1.58866
233;-0.399563,0.808688,0.616771,-0.170267,0.771264,-0.0621563,0.747699,0.656878,-0.00144472,0.73173,-0.235699,0.984997,-0.630409,-0.29113,0.548478,0.0211517,-0.725867,0.630129,-0.119567,-0.483087;0.731008,-1.18885,-7.15528,0.698665
234;-0.583139,0.601068,0.426982,-0.210145,0.296584,0.628167,0.288184,0.516506,-0.413853,0.743161,0.36194,0.915482,-0.314149,-0.0266056,0.413789,-0.315141,-0.422743,0.807704,-0.0313797,0.102738;0.572913,-1.87057,-12.1587,0.924125
235;-0.375847,0.592102,0.154008,-0.57604,0.434206,0.570144,0.288184,0.524763,-0.321927,0.724946,0.351667,0.907759,0.0288218,-0.0266056,0.378493,-0.370788,-0.379795,0.588503,-0.317283,0.111779;-0.0108085,-4.25047,-11.564,0.950179
236;-0.349834,0.595571,0.131634,-0.570984,0.449693,0.512337,0.288184,0.51156,-0.298292,0.725055,0.105082,0.912576,0.0288218,-0.0266056,0.314926,-0.349258,-0.374916,0.588503,-0.171966,0.0713214;-0.0570418,-3.78561,-10.401,0.895654
237;-0.317741,0.588241,0.139987,-0.434221,0.409194,0.488446,0.288184,0.511639,-0.30065,0.726337,0.09301,0.907789,0.0288218,-0.0266056,0.310082,-0.371089,-0.377961,0.588503,-0.161347,0.024877;0.224575,-3.63502,-10.0433,0.910811
238;-0.309032,0.585089,0.153569,-0.426896,0.419526,0.488726,0.288184,0.512576,-0.302099,0.724202,0.0975204,0.908362,0.0288218,-0.0266056,0.312308,-0.373532,-0.374935,0.588503,-0.157128,0.0202902;0.248821,-3.54609,-10.0756,0.904018
239;-0.307683,0.585104,0.153363,-0.429651,0.421921,0.490671,0.288184,0.511015,-0.300296,0.724315,0.104845,0.908146,0.0288218,-0.0266056,0.314597,-0.375024,-0.375298,0.588503,-0.156761,0.0214645;0.24167,-3.56221,-10.0992,0.9107
240;-0.308975,0.584635,0.153224,-0.434072,0.423797,0.491433,0.288184,0.511098,-0.30103,0.724272,0.104734,0.907996,0.0288218,-0.0266056,0.314588,-0.375076,-0.37516,0.588503,-0.157219,0.0250926;0.233296,-3.56019,-10.1165,0.909641
241;-0.209894,0.744887,0.46672,-0.568311,0.720683,-0.0569334,0.371817,0.775072,0.217465,0.557542,-0.125485,0.952015,0.0705604,-0.293975,0.569851,0.142589,-0.564811,0.610456,0.328564,-0.465929;0.0924665,-2.44733,-5.01677,1.16458
242;-0.474983,0.782307,0.621527,-0.444123,0.59802,0.0234484,0.371817,0.700191,0.220007,0.575907,0.0559469,0.942938,-0.0649558,-0.293975,0.581682,0.099125,-0.586488,0.658773,0.463952,-0.477867;0.144109,-1.37209,-5.92652,1.13881
243;-0.321549,0.702487,0.515589,-0.410133,0.798449,0.183758,0.606771,0.862874,0.626455,0.728786,0.569127,0.873044,-0.0148394,-0.0493997,0.516411,-0.401025,-0.594536,0.803165,0.313151,0.140373;0.905516,-2.62604,-8.20752,1.57226
244;0.276959,0.492968,0.391943,-0.502382,0.937828,0.335802,0.922381,0.822555,0.314943,0.86517,0.14632,0.978222,-0.398293,0.0661292,0.715234,-0.762528,-0.818477,0.715075,-0.433093,0.475342;0.484325,-3.80779,-8.6017,1.34264
245;0.703762,0.719015,-0.0939013,-0.0307559,0.987234,0.690499,0.951092,0.72223,-0.292556,0.955298,-0.312106,0.956334,-0.555132,0.384927,0.489556,-0.888236,-0.945867,0.944734,-0.704271,0.850554;1.68509,-6.25042,-12.5674,1.71974
246;0.668836,0.711943,-0.133251,0.302452,0.986278,0.605869,0.951092,0.762269,-0.387412,0.953641,-0.437465,0.960073,-0.492097,0.384927,0.421462,-0.878643,-0.944143,0.947645,-0.813824,0.815795;2.62521,-5.93783,-12.9193,1.58851
247;-0.245811,0.783128,0.47059,0.251546,0.924809,0.164678,0.856746,0.84007,0.510571,0.847454,0.173868,0.975352,-0.594258,-0.0462952,0.422455,-0.442162,-0.757541,0.800364,-0.31416,0.253408;2.44826,-2.10546,-9.42938,1.13229
248;-0.430231,0.821408,0.555685,-0.605202,0.767624,0.123755,0.371817,0.819398,0.145402,0.577881,0.154868,0.976427,-0.261062,-0.293975,0.645103,0.235131,-0.597652,0.851138,0.127707,-0.61684;0.0876832,-3.16034,-8.2736,0.857975
249;-0.386868,0.726577,0.546112,-0.470881,0.775821,0.197981,0.606771,0.863373,0.650685,0.738636,0.610446,0.895429,-0.0148394,-0.0493997,0.505162,-0.356312,-0.610252,0.803165,0.222726,0.0858476;0.814588,-2.85267,-8.4867,1.48454
250;-0.305859,0.774424,0.49862,-0.481619,0.863063,0.21775,0.856746,0.765074,0.653469,0.839569,0.43923,0.955393,-0.554402,-0.0462952,0.492962,-0.567515,-0.736506,0.644697,0.0051588,0.235554;0.278707,-2.79459,-8.05524,1.3961
251;0.169107,0.873242,0.0423153,-0.187706,0.95536,0.555234,0.908581,0.617423,0.18122,0.943416,0.00619807,0.880171,-0.678948,0.285148,0.181643,-0.810401,-0.913507,0.919453,-0.286113,0.68595;1.14699,-5.25787,-11.6685,1.72112
252;0.266655,0.86544,0.00593456,0.133984,0.955187,0.427156,0.908581,0.677102,0.0307712,0.938005,-0.100307,0.890401,-0.634902,0.285148,0.10915,-0.791066,-0.903858,0.926866,-0.554587,0.599155;2.1402,-5.4226,-11.9463,1.58648
253;-0.398599,0.808628,0.617124,-0.166957,0.770742,-0.0629757,0.747699,0.656879,-0.00141207,0.731738,-0.235649,0.984997,-0.630409,-0.29113,0.548495,0.0210688,-0.725921,0.630129,-0.119147,-0.484556;0.738281,-1.18546,-7.14726,0.699741
254;-0.58311,0.60097,0.427325,-0.210181,0.296644,0.628218,0.288184,0.516512,-0.413876,0.743142,0.362107,0.915478,-0.314149,-0.0266056,0.413862,-0.315238,-0.422743,0.807704,-0.0311359,0.102753;0.572748,-1.86839,-12.159,0.924101
255;-0.37581,0.592105,0.154005,-0.576123,0.434294,0.570205,0.288184,0.52475,-0.321925,0.724946,0.351831,0.907755,0.0288218,-0.0266056,0.378558,-0.370822,-0.379792,0.588503,-0.317301,0.11184;-0.0109729,-4.25081,-11.5649,0.950294
256;-0.349871,0.595571,0.131617,-0.571066,0.44974,0.512357,0.288184,0.511559,-0.298296,0.725054,0.10508,0.912575,0.0288218,-0.0266056,0.314925,-0.349258,-0.374913,0.588503,-0.171982,0.0713948;-0.0571849,-3.78565,-10.4014,0.895628
257;-0.31774,0.588245,0.139967,-0.43422,0.409194,0.488443,0.288184,0.511639,-0.300649,0.726337,0.0930006,0.907789,0.0288218,-0.0266056,0.310079,-0.371085,-0.377961,0.588503,-0.161359,0.0248766;0.224582,-3.63514,-10.0433,0.910814
258;-0.309033,0.585089,0.153569,-0.42689,0.419522,0.488721,0.288184,0.512577,-0.302098,0.724203,0.0975094,0.908362,0.0288218,-0.0266056,0.312304,-0.37353,-0.374935,0.588503,-0.157127,0.0202869;0.248834,-3.54607,-10.0755,0.904011
259;-0.307681,0.585104,0.153364,-0.429644,0.421918,0.49067,0.288184,0.511015,-0.300296,0.724315,0.104845,0.908146,0.0288218,-0.0266056,0.314597,-0.375024,-0.375298,0.588503,-0.15676,0.0214602;0.241683,-3.5622,-10.0991,0.910702
260;-0.308975,0.584635,0.153226,-0.434072,0.423797,0.491433,0.288184,0.511098,-0.30103,0.724272,0.104735,0.907996,0.0288218,-0.0266056,0.314588,-0.375076,-0.37516,0.588503,-0.157218,0.0250926;0.233296,-3.56019,-10.1165,0.909641
261;-0.308584,0.584913,0.152212,-0.434006,0.423822,0.491391,0.288184,0.511066,-0.300934,0.724258,0.10466,0.908013,0.0288218,-0.0266056,0.314545,-0.374976,-0.375066,0.588503,-0.157851,0.0250049;0.233566,-3.56745,-10.1165,0.910171
262;-0.308789,0.584896,0.152191,-0.43396,0.423746,0.491212,0.288184,0.511056,-0.3009,0.724263,0.104114,0.908015,0.0288218,-0.0266056,0.314319,-0.374926,-0.375077,0.588503,-0.157819,0.0249944;0.233729,-3.56634,-10.1147,0.909724
263;-0.308649,0.584892,0.152199,-0.43363,0.423617,0.491137,0.288184,0.511059,-0.300908,0.724263,0.104103,0.908012,0.0288218,-0.0266056,0.314316,-0.374919,-0.375078,0.588503,-0.157808,0.0247946;0.234393,-3.56633,-10.1135,0.909831
264;0.260232,0.171401,0.0421138,-0.479655,0.680177,0.586717,0.551375,0.62322,-0.649255,0.771509,-0.200047,0.955573,0.227856,0.0857313,0.600537,-0.624106,-0.551263,0.667763,-0.544457,0.2828;0.403697,-4.25059,-11.4404,0.862065
265;0.434521,0.254316,0.0567856,-0.289096,0.82057,0.663775,0.551375,0.651024,-0.677166,0.782588,-0.218292,0.970801,0.114496,0.0857313,0.594008,-0.583825,-0.575179,0.786268,-0.641078,0.421748;1.05129,-4.11827,-12.6304,0.944557
266;0.0331312,0.570544,-0.0283435,-0.0505045,0.806667,0.656084,0.544021,0.778115,0.188436,0.841846,0.561823,0.883181,-0.037872,0.223047,0.183128,-0.687216,-0.429769,0.847464,-0.502017,0.622952;2.1531,-5.39078,-13.2889,1.37531
267;-0.118464,0.82317,0.355556,-0.757122,0.783124,-0.0845003,0.371817,0.817564,0.288454,0.544178,-0.0911854,0.977003,0.00269968,-0.293975,0.567865,0.186959,-0.552234,0.74312,-0.0156325,-0.708141;-0.0955502,-4.69067,-5.63819,0.935267
268;-0.346965,0.721577,0.548105,-0.316603,0.772268,0.106676,0.606771,0.854621,0.664029,0.739667,0.496638,0.893492,-0.0148394,-0.0493997,0.459065,-0.359615,-0.610518,0.803165,0.305952,0.0158549;1.1523,-2.4501,-7.60809,1.51476
269;-0.275626,0.769581,0.51266,-0.413791,0.857099,0.199756,0.856746,0.765498,0.651411,0.838656,0.440107,0.954192,-0.554402,-0.0462952,0.493598,-0.577698,-0.735852,0.644697,0.0169008,0.202663;0.426753,-2.68316,-7.8762,1.4128
270;0.172999,0.872478,0.0507908,-0.188342,0.956002,0.55707,0.908581,0.616862,0.181718,0.943244,0.0138476,0.880121,-0.678948,0.285148,0.184614,-0.811645,-0.913361,0.919453,-0.28244,0.686049;1.14434,-5.21997,-11.6722,1.72587
271;0.265594,0.865367,0.00583843,0.128391,0.955404,0.42955,0.908581,0.677009,0.0306291,0.938002,-0.0957332,0.890245,-0.634902,0.285148,0.111114,-0.791372,-0.903851,0.926866,-0.554751,0.60127;2.12616,-5.43475,-11.9675,1.58866
272;-0.399563,0.808688,0.616771,-0.170267,0.771264,-0.0621563,0.747699,0.656878,-0.00144472,0.73173,-0.235699,0.984997,-0.630409,-0.29113,0.548478,0.0211517,-0.725867,0.630129,-0.119567,-0.483087;0.731008,-1.18885,-7.15528,0.698665
273;-0.583139,0.601068,0.426982,-0.210145,0.296584,0.628167,0.288184,0.516506,-0.413853,0.743161,0.36194,0.915482,-0.314149,-0.0266056,0.413789,-0.315141,-0.422743,0.807704,-0.0313797,0.102738;0.572913,-1.87057,-12.1587,0.924125
274;-0.375847,0.592102,0.154008,-0.57604,0.434206,0.570144,0.288184,0.524763,-0.321927,0.724946,0.351667,0.907759,0.0288218,-0.0266056,0.378493,-0.370788,-0.379795,0.588503,-0.317283,0.111779;-0.0108085,-4.25047,-11.564,0.950179
275;-0.349834,0.595571,0.131634,-0.570984,0.449693,0.512337,0.288184,0.51156,-0.298292,0.725055,0.105082,0.912576,0.0288218,-0.0266056,0.314926,-0.349258,-0.374916,0.588503,-0.171966,0.0713214;-0.0570418,-3.78561,-10.401,0.895654
276;-0.317741,0.588241,0.139987,-0.434221,0.409194,0.488446,0.288184,0.511639,-0.30065,0.726337,0.09301,0.907789,0.0288218,-0.0266056,0.310082,-0.371089,-0.377961,0.588503,-0.161347,0.024877;0.224575,-3.63502,-10.0433,0.910811
277;-0.309032,0.585089,0.153569,-0.426896,0.419526,0.488726,0.288184,0.512576,-0.302099,0.724202,0.0975204,0.908362,0.0288218,-0.0266056,0.312308,-0.373532,-0.374935,0.588503,-0.157128,0.0202902;0.248821,-3.54609,-10.0756,0.904018
278;-0.307683,0.585104,0.153363,-0.429651,0.421921,0.490671,0.288184,0.511015,-0.300296,0.724315,0.104845,0.908146,0.0288218,-0.0266056,0.314597,-0.375024,-0.375298,0.588503,-0.156761,0.0214645;0.24167,-3.56221,-10.0992,0.9107
279;-0.308975,0.584635,0.153224,-0.434072,0.423797,0.491433,0.288184,0.511098,-0.30103,0.724272,0.104734,0.907996,0.0288218,-0.0266056,0.314588,-0.375076,-0.37516,0.588503,-0.157219,0.0250926;0.233296,-3.56019,-10.1165,0.909641
280;-0.209894,0.744887,0.46672,-0.568311,0.720683,-0.0569334,0.371817,0.775072,0.217465,0.557542,-0.125485,0.952015,0.0705604,-0.293975,0.569851,0.142589,-0.564811,0.610456,0.328564,-0.465929;0.0924665,-2.44733,-5.01677,1.16458
281;-0.474983,0.782307,0.621527,-0.444123,0.59802,0.0234484,0.371817,0.700191,0.220007,0.575907,0.0559469,0.942938,-0.0649558,-0.293975,0.581682,0.099125,-0.586488,0.658773,0.463952,-0.477867;0.144109,-1.37209,-5.92652,1.13881
282;-0.321549,0.702487,0.515589,-0.410133,0.798449,0.183758,0.606771,0.862874,0.626455,0.728786,0.569127,0.873044,-0.0148394,-0.0493997,0.516411,-0.401025,-0.594536,0.803165,0.313151,0.140373;0.905516,-2.62604,-8.20752,1.57226
283;0.276959,0.492968,0.391943,-0.502382,0.937828,0.335802,0.922381,0.822555,0.314943,0.86517,0.14632,0.978222,-0.398293,0.0661292,0.715234,-0.762528,-0.818477,0.715075,-0.433093,0.475342;0.484325,-3.80779,-8.6017,1.34264
284;0.703762,0.719015,-0.0939013,-0.0307559,0.987234,0.690499,0.951092,0.72223,-0.292556,0.955298,-0.312106,0.956334,-0.555132,0.384927,0.489556,-0.888236,-0.945867,0.944734,-0.704271,0.850554;1.68509,-6.25042,-12.5674,1.71974
285;0.668836,0.711943,-0.133251,0.302452,0.986278,0.605869,0.951092,0.762269,-0.387412,0.953641,-0.437465,0.960073,-0.492097,0.384927,0.421462,-0.878643,-0.944143,0.947645,-0.813824,0.815795;2.62521,-5.93783,-12.9193,1.58851
286;-0.245811,0.783128,0.47059,0.251546,0.924809,0.164678,0.856746,0.84007,0.510571,0.847454,0.173868,0.975352,-0.594258,-0.0462952,0.422455,-0.442162,-0.757541,0.800364,-0.31416,0.253408;2.44826,-2.10546,-9.42938,1.13229
287;-0.430231,0.821408,0.555685,-0.605202,0.767624,0.123755,0.371817,0.819398,0.145402,0.577881,0.154868,0.976427,-0.261062,-0.293975,0.645103,0.235131,-0.597652,0.851138,0.127707,-0.61684;0.0876832,-3.16034,-8.2736,0.857975
288;-0.386868,0.726577,0.546112,-0.470881,0.775821,0.197981,0.606771,0.863373,0.650685,0.738636,0.610446,0.895429,-0.0148394,-0.0493997,0.505162,-0.356312,-0.610252,0.803165,0.222726,0.0858476;0.814588,-2.85267,-8.4867,1.48454
289;-0.305859,0.774424,0.49862,-0.481619,0.863063,0.21775,0.856746,0.765074,0.653469,0.839569,0.43923,0.955393,-0.554402,-0.0462952,0.492962,-0.567515,-0.736506,0.644697,0.0051588,0.235554;0.278707,-2.79459,-8.05524,1.3961
290;0.169107,0.873242,0.0423153,-0.187706,0.95536,0.555234,0.908581,0.617423,0.18122,0.943416,0.00619807,0.880171,-0.678948,0.285148,0.181643,-0.810401,-0.913507,0.919453,-0.286113,0.68595;1.14699,-5.25787,-11.6685,1.72112
291;0.266655,0.86544,0.00593456,0.133984,0.955187,0.427156,0.908581,0.677102,0.0307712,0.938005,-0.100307,0.890401,-0.634902,0.285148,0.10915,-0.791066,-0.903858,0.926866,-0.554587,0.599155;2.1402,-5.4226,-11.9463,1.58648
292;-0.398599,0.808628,0.617124,-0.166957,0.770742,-0.0629757,0.747699,0.656879,-0.00141207,0.731738,-0.235649,0.984997,-0.630409,-0.29113,0.548495,0.0210688,-0.725921,0.630129,-0.119147,-0.484556;0.738281,-1.18546,-7.14726,0.699741
293;-0.58311,0.60097,0.427325,-0.210181,0.296644,0.628218,0.288184,0.516512,-0.413876,0.743142,0.362107,0.915478,-0.314149,-0.0266056,0.413862,-0.315238,-0.422743,0.807704,-0.0311359,0.102753;0.572748,-1.86839,-12.159,0.924101
294;-0.37581,0.592105,0.154005,-0.576123,0.434294,0.570205,0.288184,0.52475,-0.321925,0.724946,0.351831,0.907755,0.0288218,-0.0266056,0.378558,-0.370822,-0.379792,0.588503,-0.317301,0.11184;-0.0109729,-4.25081,-11.5649,0.950294
295;-0.349871,0.595571,0.131617,-0.571066,0.44974,0.512357,0.288184,0.511559,-0.298296,0.725054,0.10508,0.912575,0.0288218,-0.0266056,0.314925,-0.349258,-0.374913,0.588503,-0.171982,0.0713948;-0.0571849,-3.78565,-10.4014,0.895628
296;-0.31774,0.588245,0.139967,-0.43422,0.409194,0.488443,0.288184,0.511639,-0.300649,0.726337,0.0930006,0.907789,0.0288218,-0.0266056,0.310079,-0.371085,-0.377961,0.588503,-0.161359,0.0248766;0.224582,-3.63514,-10.0433,0.910814
297;-0.309033,0.585089,0.153569,-0.42689,0.419522,0.488721,0.288184,0.512577,-0.302098,0.724203,0.0975094,0.908362,0.0288218,-0.0266056,0.312304,-0.37353,-0.374935,0.588503,-0.157127,0.0202869;0.248834,-3.54607,-10.0755,0.904011
298;-0.307681,0.585104,0.153364,-0.429644,0.421918,0.49067,0.288184,0.511015,-0.300296,0.724315,0.104845,0.908146,0.0288218,-0.0266056,0.314597,-0.375024,-0.375298,0.588503,-0.15676,0.0214602;0.241683,-3.5622,-10.0991,0.910702
299;-0.308975,0.584635,0.153226,-0.434072,0.423797,0.491433,0.288184,0.511098,-0.30103,0.724272,0.104735,0.907996,0.0288218,-0.0266056,0.314588,-0.375076,-0.37516,0.588503,-0.157218,0.0250926;0.233296,-3.56019,-10.1165,0.909641
